Title,Year,Architects,Product,Category,Image
VILLA-K / Cell Space Architects,2010,Mutsue Hayakusa Cell Space Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5009/36d0/28ba/0d27/a700/1e88/newsletter/stringio.jpg?1414041399
Mosman House / Corben Architects,2010,Corben Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5012/71ad/28ba/0d1b/4c00/08a3/newsletter/stringio.jpg?1414562377
Sfera Building / Claesson Koivisto Rune,2010,Claesson Koivisto Rune,GlassHybrid,Others,https://images.adsttc.com/media/images/5012/84ad/28ba/0d67/1700/02fd/medium_jpg/stringio.jpg?1414074799
Sperone Westwater Gallery / Foster + Partners,2010,"Norman Foster, Foster + Partners",GlassHybrid,Others,https://images.adsttc.com/media/images/5012/984b/28ba/0d67/1700/080a/newsletter/stringio.jpg?1414036155
Utriai Residence / Architectural Bureau G.Natkevicius & Partners,2010,Architectural Bureau G.Natkevicius & Partners,GlassHybrid,Houses,https://images.adsttc.com/media/images/5012/94c8/28ba/0d67/1700/0730/newsletter/stringio.jpg?1361399527
L House / Philippe Stuebi,2010,Philippe Stuebi,GlassHybrid,Houses,https://images.adsttc.com/media/images/5038/2b50/28ba/0d59/9b00/1210/newsletter/stringio.jpg?1414200276
House in Macinhata / Nuno Brandao Costa,2010,Nuno Brand?£o Costa,GlassHybrid,Houses,https://images.adsttc.com/media/images/5012/9e22/28ba/0d67/1700/097f/newsletter/stringio.jpg?1414561940
Olympia Tower / PZP Arhitectura,2010,PZP Arhitectura,GlassHybrid,Offices,https://images.adsttc.com/media/images/5012/d7a2/28ba/0d06/5800/007d/medium_jpg/stringio.jpg?1414000091
Nashville House / Kanner Architects,2010,Kanner Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5013/1871/28ba/0d06/5800/1041/newsletter/stringio.jpg?1361420398
Smooth Building / Jorge Hernandez de la Garza,2010,Jorge Hernandez de la Garza,GlassHybrid,Offices,https://images.adsttc.com/media/images/5013/2a2d/28ba/0d0e/f000/0395/medium_jpg/stringio.jpg?1414101633
Glass Townhomes / Sander Architects,2010,Sander Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/4810/28ba/0d0e/f000/0abb/newsletter/stringio.jpg?1414091783
36 Clipper Bay Home / FGR Architects,2010,FGR Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5013/46d1/28ba/0d0e/f000/0a74/newsletter/stringio.jpg?1414231750
House With Glass Louvers / StudioGreenBlue,2010,Studio,GlassHybrid,Houses,https://images.adsttc.com/media/images/5013/58d0/28ba/0d0e/f000/0ea8/newsletter/stringio.jpg?1361413215
University of Louisiana at Lafayette Art Museum / Eskew+Dumez+Ripple,2010,Eskew+Dumez+Ripple,GlassHybrid,Museum,https://images.adsttc.com/media/images/5013/6490/28ba/0d0e/f000/1123/newsletter/stringio.jpg?1425789565
The Rechter House / Pitsou Kedem Architects,2011,Pitsou Kedem Architects,GlassHybrid,Renovation,https://images.adsttc.com/media/images/5006/ec20/28ba/0d41/4800/0486/newsletter/stringio.jpg?1414440306
Victoria Center / PZP Arhitectura,2011,PZP Arhitectura,GlassHybrid,Offices,https://images.adsttc.com/media/images/5006/ecdb/28ba/0d41/4800/04b9/newsletter/stringio.jpg?1414069114
AD Classics: Cathedral of Brasilia / Oscar Niemeyer,2011,Oscar Niemeyer,GlassHybrid,Others,https://images.adsttc.com/media/images/5037/f417/28ba/0d59/9b00/065c/medium_jpg/stringio.jpg?1414031202
Museum of Contemporary Art in Krakow / Claudio Nardi Architetto,2011,"Claudio Nardi Architetto, Leonardo Maria Proli",GlassHybrid,Museum,https://images.adsttc.com/media/images/5006/f1ff/28ba/0d41/4800/05ea/newsletter/stringio.jpg?1414440604
Shahkaram Offices Building / Hooman Balazadeh,2011,Hooman Balazadeh,GlassHybrid,Offices,https://images.adsttc.com/media/images/5006/e95f/28ba/0d41/4800/03ef/medium_jpg/stringio.jpg?1414440250
AD Classics: Dulles International Airport / Eero Saarinen,2011,Eero Saarinen,GlassHybrid,Others,https://images.adsttc.com/media/images/5037/f486/28ba/0d59/9b00/0670/newsletter/stringio.jpg?1414206161
North Beach / Heliotrope Architects,2011,Heliotrope Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5006/fa31/28ba/0d41/4800/07ec/newsletter/stringio.jpg?1414083139
L.B. Landry High School / Eskew+Dumez+Ripple,2011,Eskew+Dumez+Ripple,GlassHybrid,Others,https://images.adsttc.com/media/images/5007/0239/28ba/0d41/4800/09dd/newsletter/stringio.jpg?1414442344
Jigsaw Residence / David Jameson Architect,2011,David Jameson Architect,GlassHybrid,Houses,https://images.adsttc.com/media/images/5006/fd4b/28ba/0d41/4800/08b2/newsletter/stringio.jpg?1414441736
Knot House / APOLLO Architects &amp; Associates,2011,Apollo Architects & Associates,GlassHybrid,Houses,https://images.adsttc.com/media/images/5007/0629/28ba/0d41/4800/0ae7/newsletter/stringio.jpg?1429101194
eHouse / Axelrod Architects,2011,Axelrod Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5006/fef9/28ba/0d41/4800/091e/newsletter/stringio.jpg?1414441972
JD House / BAK Arquitectos,2011,"BAK Architects (Mar??a Victoria Beson??as, Luciano Kruk)Location",GlassHybrid,Houses,https://images.adsttc.com/media/images/5007/0433/28ba/0d41/4800/0a63/newsletter/stringio.jpg?1414442523
Bau Sallinger Offices / Spado Architects,2011,Spado Architects,GlassHybrid,Offices,https://images.adsttc.com/media/images/5007/549a/28ba/0d41/4800/1d80/newsletter/stringio.jpg?1414449282
EDO / Stanisic Associates,2011,Stanisic Associates,GlassHybrid,Apartments,https://images.adsttc.com/media/images/5007/535a/28ba/0d41/4800/1d35/newsletter/stringio.jpg?1414449141
Graticule House / David Jameson Architect,2011,David Jameson Architect,GlassHybrid,Houses,https://images.adsttc.com/media/images/5013/7767/28ba/0d15/0700/01ef/newsletter/stringio.jpg?1414081357
Sammamish  / Perkins+Will,2011,Perkins + Will,GlassHybrid,Others,https://images.adsttc.com/media/images/5007/6ffc/28ba/0d41/4800/2395/newsletter/stringio.jpg?1414451694
Mar do Oriente / Aires Mateus,2011,Aires Mateus,GlassHybrid,Offices,https://images.adsttc.com/media/images/5013/7c68/28ba/0d15/0700/039f/newsletter/stringio.jpg?1414097023
AD Classics: Unity Temple / Frank Lloyd Wright,2011,Frank Lloyd Wright,GlassHybrid,Others,https://images.adsttc.com/media/images/5037/e2a7/28ba/0d59/9b00/0226/medium_jpg/stringio.jpg?1414261123
University of Michigan Museum of Art / Allied Works Architecture,2011,Allied Works Architecture,GlassHybrid,Others,https://images.adsttc.com/media/images/5007/6d9c/28ba/0d41/4800/2310/newsletter/stringio.jpg?1414451504
House In Bohermore / Boyd Cody Architects,2011,Boyd Cody Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5007/7340/28ba/0d41/4800/2470/newsletter/stringio.jpg?1375398746
Sports Hall Barakaldo / Garmendia Arquitectos,2011,"Garmendia Arquitectos - Carlos Garmendia, I?±aki Tanco, Imanol Garc??a de Alb?©niz, Rafa Arrizabalaga",GlassHybrid,Others,https://images.adsttc.com/media/images/5013/8387/28ba/0d15/0700/05b4/newsletter/stringio.jpg?1414020815
Arthur Rimbaud Media  and Cultural Centre / Dacbert Cochet Chapellier Architects,2011,"Dacbert Cochet Chapellier Architects - Antoine Dacbert, Silvia Maciel",GlassHybrid,Others,https://images.adsttc.com/media/images/5013/9418/28ba/0d39/6300/01a9/newsletter/stringio.jpg?1414490742
Offices In Ragusa / Architrend Architecture,2011,Architrend Architecture,GlassHybrid,Offices,https://images.adsttc.com/media/images/5013/9d5a/28ba/0d39/6300/03fd/newsletter/stringio.jpg?1361420847
AD Classics: AD Classics: Gropius House / Walter Gropius,2011,Walter Gropius,GlassHybrid,Houses,https://images.adsttc.com/media/images/5038/04e2/28ba/0d59/9b00/0956/newsletter/stringio.jpg?1414207698
Alibaba Headquarters / Hassell,2011,Hassell,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/aa58/28ba/0d39/6300/078a/medium_jpg/stringio.jpg?1414565454
Pachter Residence / Teeple Architects,2011,Teeple Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5013/975b/28ba/0d39/6300/0256/medium_jpg/stringio.jpg?1414569990
Museum of Aviation and Aviation Exhibition Park / Pysall. Ruge Architekten + Bartlomiej Kisielewski,2011,"Pysall. Ruge Architekten, Bartlomiej Kisielewski",GlassHybrid,Museum,https://images.adsttc.com/media/images/5013/ad5d/28ba/0d39/6300/0888/newsletter/stringio.jpg?1414013477
First Crescent / SAOTA,2011,"SAOTA (Stefan Antoni Olmesdahl Truen Architects) - Stefan Antoni, Philip Olmesdahl, Tamaryn Hammond",GlassHybrid,Houses,https://images.adsttc.com/media/images/5013/cb25/28ba/0d39/6300/10ab/newsletter/stringio.jpg?1414570975
Faculty of Business Studies of Mondragon University / Hoz Fontan Arquitectos,2011,Hoz Fontan Arquitectos,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/d5e1/28ba/0d39/6300/1358/large_jpg/stringio.jpg?1414023965
Walden Studios / Jensen Architects/Jensen & Macy Architects,2011,Jensen Architects/Jensen & Macy Architects,GlassHybrid,Offices,https://images.adsttc.com/media/images/5013/da82/28ba/0d3b/4500/0039/newsletter/stringio.jpg?1361419486
Moritzburg Museum Extension / Nieto Sobejano Arquitectos,2011,Nieto Sobejano Arquitectos,GlassHybrid,Museum,https://images.adsttc.com/media/images/5014/3ce0/28ba/0d5b/4900/0475/medium_jpg/stringio.jpg?1414500657
The Sheraton Milan Malpensa Airport Hotel & Conference Centre / King Roselli Architetti,2011,King Roselli Architetti - Riccardo Roselli,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/42e7/28ba/0d5b/4900/05fb/newsletter/stringio.jpg?1414413577
The National Ballet School / KPMB Architects,2011,KPMB Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/4b85/28ba/0d5b/4900/0832/newsletter/stringio.jpg?1414005025
9 Elmstone / Daniel Marshall Architects,2011,Daniel Marshall Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/5156/28ba/0d5b/4900/09b8/newsletter/stringio.jpg?1414004092
Los Angeles Mission College / Cannon Design,2011,Cannon Design,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/674c/28ba/0d5b/4900/0f45/newsletter/stringio.jpg?1414470509
Horizontal Space House / Damilano Studio Architects,2011,Damilano Studio Architects / Duilio Damilano,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/8bb5/28ba/0d39/5000/049f/newsletter/stringio.jpg?1414056314
Vienna Way / Marmol Radziner,2011,Marmol Radziner,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/8e9d/28ba/0d39/5000/0557/medium_jpg/stringio.jpg?1414501361
Queens Theater in the Park / Caples Jefferson,2011,Caples Jefferson,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/9cb2/28ba/0d39/5000/08e2/newsletter/stringio.jpg?1414470866
Chapel of Rest / MPC,2011,"MPC - Vicente Mirallave, Flora Pescador, ?≈ngel Casas, Jin Taira",GlassHybrid,Others,https://images.adsttc.com/media/images/5031/8540/28ba/0d18/3000/034a/newsletter/stringio.jpg?1414082920
Villa Amanzi / Original Vision,2011,Original Vision,GlassHybrid,Houses,https://images.adsttc.com/media/images/5006/fe92/28ba/0d41/4800/0905/medium_jpg/stringio.jpg?1414441940
Academic Centre for Dentistry / Benthem Crouwel Architects,2011,Benthem Crouwel Architekten,GlassHybrid,Others,https://images.adsttc.com/media/images/5031/6ca8/28ba/0d0b/df00/0046/newsletter/stringio.jpg?1414256122
TuboHotel / T3arc,2011,T3arc,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/c5d1/28ba/0d58/2800/03c7/newsletter/stringio.jpg?1414027553
5 / rzlbd,2011,Atelier rzlbd - Reza Aliabadi,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/ce93/28ba/0d58/2800/0608/newsletter/stringio.jpg?1414581968
The Park Hotel / SOM,2011,Skidmore Owings & Merrill,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/d5ee/28ba/0d58/2800/07cd/newsletter/stringio.jpg?1414462334
Next Human Network Green Factory / NBBJ in collaboration with Samoo Architects & Engineers,2011,"NBBJ (lead designer), Samoo Architects & Engineers (lead architects)Location",GlassHybrid,Offices,https://images.adsttc.com/media/images/5014/e1d8/28ba/0d58/2800/0a92/medium_jpg/stringio.jpg?1361455948
The Seed House / T3arc,2011,T3arc,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/c1c9/28ba/0d58/2800/02c6/newsletter/stringio.jpg?1414083666
Sunset Vine Tower / Kanner Architects,2011,Kanner Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/f7fc/28ba/0d58/2800/0f5e/medium_jpg/stringio.jpg?1414071769
Mitoyennes Residence / LRS Architects,2011,LRS Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/07e9/28ba/0d58/2800/12a6/newsletter/stringio.jpg?1361419937
Kindergarten in Chana / Elisa Valero Arquitectura,2011,Elisa Valero Arquitectura,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/003c/28ba/0d58/2800/10fa/newsletter/stringio.jpg?1361419961
Single-Family House in Pedro Verde / Elisa Valero Arquitectura,2011,Elisa Valero Arquitectura,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/012c/28ba/0d58/2800/1133/newsletter/stringio.jpg?1414054299
Static Quarry / Ikimono Architects,2011,Ikimono Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/1538/28ba/0d02/f000/00c6/newsletter/stringio.jpg?1361419120
Clifton Hill House / Sharif Abraham Architects,2011,Sharif Abraham Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/2213/28ba/0d02/f000/0381/newsletter/stringio.jpg?1414574589
HAZP House / Frederico Zanelato | Arquitetos,2011,Frederico Zanelato | Arquitetos,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/3a40/28ba/0d02/f000/0874/newsletter/stringio.jpg?1414465457
Virginia Museum of Fine Arts / Rick Mather + SMBW,2011,"Rick Mather Architects, SMBW",GlassHybrid,Museum,https://images.adsttc.com/media/images/5015/2f96/28ba/0d02/f000/0661/newsletter/stringio.jpg?1361423974
Three PNC Plaza / Gensler,2011,Gensler,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/3898/28ba/0d02/f000/082e/newsletter/stringio.jpg?1414415362
UMass Amherst Integrated Science Building / Payette,2011,Payette,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/4760/28ba/0d02/f000/0b32/newsletter/stringio.jpg?1414418622
Kindergarten in El Serrallo / Elisa Valero Ramos,2011,Elisa Valero Ramos,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/5fe4/28ba/0d02/f000/0ff8/newsletter/stringio.jpg?1414038517
Barcelona Elementary School / Baker Architecture + Design,2011,Baker Architecture + Design,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/3274/28ba/0d02/f000/06d9/newsletter/stringio.jpg?1414568780
Cesar Chavez  / Line and Space,2011,Line and Space,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/6ed3/28ba/0d02/f000/12dd/newsletter/stringio.jpg?1414561640
RG House / Estudio Arquitectura Hago,2011,Estudio Arquitectura Hago,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/7b3e/28ba/0d02/f000/1500/newsletter/stringio.jpg?1414086910
Utah Valley University Noorda Theater / Axis Architects,2011,Axis Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/8739/28ba/0d5a/4b00/00b9/newsletter/stringio.jpg?1414933340
El Bruc Residencial / David Oliva + Elisenda Planas,2011,David Oliva + Elisenda Planas,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/8d06/28ba/0d5a/4b00/021f/newsletter/stringio.jpg?1414479477
Bilbao City Hall / IMB Arquitectos,2011,IMB Arquitectos,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/96cd/28ba/0d5a/4b00/0467/newsletter/stringio.jpg?1414056402
Slice House / Procter-Rihl Architects,2011,Procter-Rihl Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/a477/28ba/0d5a/4b00/0783/newsletter/stringio.jpg?1414404035
Solar S. Roque Gallery / Manuel Maia Gomes,2011,Manuel Maia Gomes,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/a308/28ba/0d5a/4b00/0747/newsletter/stringio.jpg?1361418001
House in Cadiz / Alfonso Alzugaray  + Carlos Urzainqui,2011,Alfonso Alzugaray + Carlos Urzainqui,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/ae16/28ba/0d5a/4b00/0997/newsletter/stringio.jpg?1361414700
Bus Station of Rio Maior / Domitianus Arquitectura,2011,Domitianus Arquitectura,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/acf9/28ba/0d5a/4b00/0955/newsletter/stringio.jpg?1361413987
EG House / Play - Marcelo Alvarenga,2011,Play - Marcelo Alvarenga,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/bca9/28ba/0d5a/4b00/0c63/newsletter/stringio.jpg?1361426576
Milstein Hall at Cornell University / OMA,2011,OMA,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/c416/28ba/0d5a/4b00/0ddf/newsletter/stringio.jpg?1414042386
House on the Bluffs / Taylor Smyth Architects,2011,Taylor Smyth Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/cdf7/28ba/0d5a/4b00/0ffa/newsletter/stringio.jpg?1414211443
AB / BRO / MACK Architect(s),2011,BRO / MACK Architect(s)Location,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/d5ad/28ba/0d5a/4b00/118f/medium_jpg/stringio.jpg?1414219463
Biblioteca de Julian Street / Joel Sanders,2011,Joel Sanders Architect,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/434c/28ba/0d53/da00/0027/newsletter/stringio.jpg?1414282590
Beach House / Bourne Blue Architecture,2011,Bourne Blue Architecture,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/f43e/28ba/0d15/9800/0359/newsletter/stringio.jpg?1361413113
The Mashrabiya House / Senan Abdelqader,2011,Senan Abdelqader,GlassHybrid,Houses,https://images.adsttc.com/media/images/5016/0dac/28ba/0d15/9800/0902/newsletter/stringio.jpg?1414498447
Center for Life Science | Boston / Tsoi/Kobus & Associates,2011,Tsoi/Kobus & Associates,GlassHybrid,Offices,https://images.adsttc.com/media/images/5016/060c/28ba/0d15/9800/0762/newsletter/stringio.jpg?1414420479
House Contrast / Key Operation,2011,Key Operation,GlassHybrid,Houses,https://images.adsttc.com/media/images/5016/1e8a/28ba/0d15/9800/0ca0/medium_jpg/stringio.jpg?1414284202
Dunajski Kristall / APlan,2011,A,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/2252/28ba/0d15/9800/0d6d/newsletter/stringio.jpg?1414494406
Ordinary House / FORM | Kouichi Kimura Architects,2011,FORM/Kouichi Kimura Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5016/1b3f/28ba/0d15/9800/0be7/medium_jpg/stringio.jpg?1361409723
Modern Villa / BBVH Architecten,2011,BBVH Architecten,GlassHybrid,Houses,https://images.adsttc.com/media/images/5016/2e2a/28ba/0d15/9800/0fc3/newsletter/stringio.jpg?1414284560
Brockman Hall for Physics / KieranTimberlake,2011,Kieran,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/4741/28ba/0d14/1600/0221/newsletter/stringio.jpg?1414476370
Flashback: Yad Vashem Holocaust Museum / Safdie Architects,2011,Safdie Architects,GlassHybrid,Museum,https://images.adsttc.com/media/images/5016/3bae/28ba/0d15/9800/1252/medium_jpg/stringio.jpg?1414084625
House E / Neuman Hayner Architects,2011,Neuman Hayner Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5016/3f7e/28ba/0d14/1600/005c/newsletter/stringio.jpg?1414563186
Club de Vela / SCT Estudio de Arquitectura,2011,SCT Estudio de Arquitectura,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/4c8a/28ba/0d14/1600/0333/newsletter/stringio.jpg?1414479000
Black House / Dva Arhitekta,2011,DVA ARHITEKTA,GlassHybrid,Houses,https://images.adsttc.com/media/images/5016/98bd/28ba/0d14/1600/0820/newsletter/stringio.jpg?1361409833
Alcudia Marine Station / SCT Estudio de Arquitectura,2011,SCT Estudio de Arquitectura,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/4d28/28ba/0d14/1600/034f/newsletter/stringio.jpg?1361423680
Waterfront Research Center / SABArchitects,2011,SAB,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/a1d3/28ba/0d14/1600/09d3/medium_jpg/stringio.jpg?1414221953
Plot 7950 / Bernard Khoury Architects,2011,Bernard Khoury Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5016/5f61/28ba/0d14/1600/06ee/newsletter/stringio.jpg?1414468083
Yas Island Yacht Club / Omiros One Architecture,2011,Omiros One Architecture,GlassHybrid,Others,https://images.adsttc.com/media/images/50a5/d414/b3fc/4b76/8400/0008/medium_jpg/9.jpg?1414175083
John Jay College of Criminal Justice / SOM,2011,SOM,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/d83a/28ba/0d14/1600/143f/medium_jpg/stringio.jpg?1361422138
N Seattle Community College OCEE / Schacht Aslani Architects,2011,Schacht Aslani Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/cd49/28ba/0d14/1600/1222/newsletter/stringio.jpg?1361422249
Hungarian Autoklub Headquarters / Vikar & Lukacs Architect Studio,2011,Vikar & Lukacs Architect Studio,GlassHybrid,Offices,https://images.adsttc.com/media/images/5016/df20/28ba/0d23/5b00/0197/newsletter/stringio.jpg?1361422127
Triose / Sanjay Puri Architects,2011,Sanjay Puri Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5016/dbf3/28ba/0d23/5b00/00be/newsletter/stringio.jpg?1414032634
Zwijsen College / Jeanne Dekkers Architectuur,2011,Jeanne Dekkers Architectuur,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/dd5a/28ba/0d23/5b00/0117/newsletter/stringio.jpg?1414027417
Paichai University Howard Center / IARC Architects,2011,IARC Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/fc0c/28ba/0d23/5b00/0802/newsletter/stringio.jpg?1414221136
Ibermutuamur Building / DENORTE,2011,Roberto G??mez - DENORTE,GlassHybrid,Others,https://images.adsttc.com/media/images/5016/dd8b/28ba/0d23/5b00/0124/newsletter/stringio.jpg?1414097318
Blurred House / BiLD architecture,2011,Bi,GlassHybrid,Houses,https://images.adsttc.com/media/images/5017/0bef/28ba/0d23/5b00/0b47/newsletter/stringio.jpg?1414287634
LHT Tower / Rocco Design Architects,2011,Rocco Design Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5017/0991/28ba/0d23/5b00/0acb/medium_jpg/stringio.jpg?1361421693
Urban Hut / Takehiko Nez Architects,2011,Takehiko Nez Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5017/306b/28ba/0d23/5b00/1321/medium_jpg/stringio.jpg?1361418841
Cap Constellation / PPA,2012,PPA,GlassHybrid,Offices,https://images.adsttc.com/media/images/5017/3db3/28ba/0d77/a800/0363/newsletter/stringio.jpg?1414220479
Lake Lugano House / JMA,2012,JMA,GlassHybrid,Houses,https://images.adsttc.com/media/images/5004/dbae/28ba/0d4e/8d00/090d/newsletter/stringio.jpg?1414018112
"Buildings A, B and D / Pearce Brinkley Cease + Lee",2012,Pearce Brinkley Cease + Lee,GlassHybrid,Others,https://images.adsttc.com/media/images/5004/d917/28ba/0d4e/8d00/0812/newsletter/stringio.jpg?1414035730
Tea Houses / Swatt | Miers Architects,2012,Swatt | Miers Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5004/eabf/28ba/0d4e/8d00/0e8c/newsletter/stringio.jpg?1414530899
VM Houses / BIG + JDS,2008,BIG + JDS = PLOT,GlassHybrid,Apartments,https://images.adsttc.com/media/images/500e/c238/28ba/0d0c/c700/02c3/newsletter/stringio.jpg?1361390557
De Rokade / Arons en Gelauff Architecten,2008,Arons en Gelauff Architecten,GlassHybrid,Apartments,https://images.adsttc.com/media/images/500e/cbd8/28ba/0d0c/c700/0582/newsletter/stringio.jpg?1414049959
Valley House / Guilherme Machado Vaz,2008,Guilherme Machado Vaz,GlassHybrid,Houses,https://images.adsttc.com/media/images/500e/d4c1/28ba/0d0c/c700/080f/newsletter/stringio.jpg?1414398191
Tanatorio Municipal de Leon / BAAS,2008,BAAS,GlassHybrid,Others,https://images.adsttc.com/media/images/500e/eadb/28ba/0d0c/c700/0d64/newsletter/stringio.jpg?1414328124
Mora River Aquarium / PROMONTORIO,2008,Promontorio,GlassHybrid,Others,https://images.adsttc.com/media/images/500e/fb5e/28ba/0d0c/c700/1109/newsletter/stringio.jpg?1414051113
Villa Peet / Studio Klink,2008,Studio Klink,GlassHybrid,Houses,https://images.adsttc.com/media/images/500e/feb2/28ba/0d0c/c700/11d7/newsletter/stringio.jpg?1414506580
OUTrial House / KWK PROMES,2008,KWK PROMES,GlassHybrid,Houses,https://images.adsttc.com/media/images/5010/1739/28ba/0d42/2200/09f9/newsletter/stringio.jpg?1361407793
C1 House / Curiosity + Milligram Studio,2008,"Curiosity, Milligram Studio",GlassHybrid,Houses,https://images.adsttc.com/media/images/5010/1fdb/28ba/0d42/2200/0c79/medium_jpg/stringio.jpg?1414337646
OS House / NOLASTER,2008,"NOLASTER - Carmina Casajuana, Beatriz G. Casares, Marcos Gonz?∞lez, Pablo Oriol, Fernando Rodr??guez y Arturo Romero",GlassHybrid,Houses,https://images.adsttc.com/media/images/500e/bca5/28ba/0d0c/c700/00f5/newsletter/stringio.jpg?1414397040
In Progress: Elephant House / Foster + Partners,2008,Foster + Partners,GlassHybrid,Others,https://images.adsttc.com/media/images/500e/c596/28ba/0d0c/c700/03da/newsletter/stringio.jpg?1361422853
Neue National Gallery in Berlin / Mies van der Rohe,2008,Mies van der Rohe,GlassHybrid,Others,https://images.adsttc.com/media/images/5037/dd40/28ba/0d59/9b00/0056/newsletter/stringio.jpg?1414058613
Separation Creek House / Jackson Clements Burrows,2008,Jackson Clements Burrows Pty Ltd Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/500e/f0a8/28ba/0d0c/c700/0ebc/newsletter/stringio.jpg?1414033315
Garden House 0.96 / Bailo Rull ADD+ Arquitectura,2008,"ADD+ Arquitectura - Manuel Bailo Esteve, Rosa Rull Bertran",GlassHybrid,Houses,https://images.adsttc.com/media/images/500e/fd3e/28ba/0d0c/c700/1181/newsletter/stringio.jpg?1414062704
X House / Arquitectura X,2008,"Arquitectura X - Adrian Moreno N???±ez, Maria Samaniego Ponce",GlassHybrid,Houses,https://images.adsttc.com/media/images/500f/03bb/28ba/0d0c/c700/12f2/newsletter/stringio.jpg?1414329535
Hunter Douglas Plant / Mathias Klotz,2008,Mathias Klotz,GlassHybrid,Others,https://images.adsttc.com/media/images/500f/02e8/28ba/0d0c/c700/12bd/newsletter/stringio.jpg?1414329432
Lace Apartments / OFIS arhitekti,2008,OFIS Architects,GlassHybrid,Apartments,https://images.adsttc.com/media/images/500f/fdf1/28ba/0d42/2200/028c/newsletter/stringio.jpg?1361407531
Basque Health Department Headquarters in Bilbao / Coll-Barreu Arquitectos,2008,Coll-Barreu Arquitectos - Juan Coll-Barreu & Daniel Guti?©rrez Zarza,GlassHybrid,Others,https://images.adsttc.com/media/images/5010/027c/28ba/0d42/2200/0410/newsletter/stringio.jpg?1414003102
